profile_id,condition,gender,age_band,race,education,income,party,state
p30619,Model accuracy,Female,60+,Asian / Asian American,High school diploma / GED,"$30,000 to $55,999",Independent,Alabama
p30620,Model accuracy,Female,45-59,White / Caucasian,Less than high school,"$168,000 or more",Republican,California
p30621,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Arkansas
p30622,Model accuracy,Male,30-44,Black / African American,Master's degree / Professional degree,"Less than $30,000",Democrat,Texas
p30623,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,North Carolina
p30624,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Connecticut
p30625,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Colorado
p30626,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Texas
p30627,Model accuracy,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Arizona
p30628,Model accuracy,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Louisiana
p30629,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,New Jersey
p30630,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Oregon
p30631,Model accuracy,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,North Carolina
p30632,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,California
p30633,Model accuracy,Male,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,West Virginia
p30634,Model accuracy,Male,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,Georgia
p30635,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Florida
p30636,Model accuracy,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Illinois
p30637,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,California
p30638,Model accuracy,Other,30-44,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Democrat,Texas
p30639,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Washington
p30640,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,California
p30641,Model accuracy,Other,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,New Jersey
p30642,Model accuracy,Male,45-59,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,Texas
p30643,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Pennsylvania
p30644,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Kansas
p30645,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Michigan
p30646,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Louisiana
p30647,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Connecticut
p30648,Model accuracy,Female,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Indiana
p30649,Model accuracy,Male,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,North Carolina
p30650,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Florida
p30651,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Michigan
p30652,Model accuracy,Female,30-44,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,Georgia
p30653,Model accuracy,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,Idaho
p30654,Model accuracy,Female,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Michigan
p30655,Model accuracy,Male,60+,Asian / Asian American,Bachelor's degree,"Less than $30,000",Republican,Kentucky
p30656,Model accuracy,Female,30-44,Hispanic / Latino,Bachelor's degree,"Less than $30,000",Democrat,Florida
p30657,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,Texas
p30658,Model accuracy,Male,18-29,White / Caucasian,Less than high school,"Less than $30,000",Democrat,Tennessee
p30659,Model accuracy,Female,60+,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Independent,Florida
p30660,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Independent,California
p30661,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Utah
p30662,Model accuracy,Male,45-59,Hispanic / Latino,Doctorate degree / Ph.D.,"$100,000 to $167,999",Independent,New York
p30663,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Missouri
p30664,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Texas
p30665,Model accuracy,Female,45-59,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent,Georgia
p30666,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,North Carolina
p30667,Model accuracy,Male,30-44,Other,Bachelor's degree,"Less than $30,000",Democrat,Illinois
p30668,Model accuracy,Male,45-59,White / Caucasian,Less than high school,"$168,000 or more",Independent,Georgia
p30669,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Pennsylvania
p30670,Model accuracy,Male,18-29,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Massachusetts
p30671,Model accuracy,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,North Carolina
p30672,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,Massachusetts
p30673,Model accuracy,Other,60+,White / Caucasian,Less than high school,"$100,000 to $167,999",Republican,Wisconsin
p30674,Model accuracy,Female,18-29,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,Texas
p30675,Model accuracy,Male,18-29,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,Florida
p30676,Model accuracy,Female,30-44,Asian / Asian American,High school diploma / GED,"Less than $30,000",Independent,California
p30677,Model accuracy,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,South Carolina
p30678,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,Arizona
p30679,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Virginia
p30680,Model accuracy,Male,30-44,Other,Some college or Associate's degree,"Less than $30,000",Democrat,Missouri
p30681,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Pennsylvania
p30682,Model accuracy,Male,60+,Hispanic / Latino,Master's degree / Professional degree,"$168,000 or more",Democrat,Michigan
p30683,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,New York
p30684,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Tennessee
p30685,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Texas
p30686,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Other,Iowa
p30687,Model accuracy,Male,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,Maryland
p30688,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Other,New York
p30689,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Texas
p30690,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,New York
p30691,Model accuracy,Female,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Democrat,California
p30692,Model accuracy,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,Utah
p30693,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Maryland
p30694,Model accuracy,Male,45-59,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Independent,Wisconsin
p30695,Model accuracy,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,New Jersey
p30696,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,Arizona
p30697,Model accuracy,Male,18-29,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Other,Colorado
p30698,Model accuracy,Female,60+,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Other,North Carolina
p30699,Model accuracy,Male,45-59,White / Caucasian,Less than high school,"Less than $30,000",Democrat,Illinois
p30700,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,Florida
p30701,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Illinois
p30702,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,California
p30703,Model accuracy,Male,30-44,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Republican,Virginia
p30704,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Colorado
p30705,Model accuracy,Female,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Republican,New Jersey
p30706,Model accuracy,Female,45-59,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Independent,Texas
p30707,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Texas
p30708,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Pennsylvania
p30709,Model accuracy,Female,60+,White / Caucasian,Less than high school,"$56,000 to $99,999",Independent,Minnesota
p30710,Model accuracy,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Republican,Arkansas
p30711,Model accuracy,Male,45-59,Black / African American,Less than high school,"$56,000 to $99,999",Independent,Michigan
p30712,Model accuracy,Female,30-44,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,New York
p30713,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,Oregon
p30714,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Louisiana
p30715,Model accuracy,Female,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Democrat,North Carolina
p30716,Model accuracy,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Other,Wyoming
p30717,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,New York
p30718,Model accuracy,Female,60+,Black / African American,Bachelor's degree,"$56,000 to $99,999",Republican,Tennessee
p30719,Model accuracy,Female,18-29,Asian / Asian American,High school diploma / GED,"$100,000 to $167,999",Democrat,California
p30720,Model accuracy,Male,45-59,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,California
p30721,Model accuracy,Male,60+,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,Oklahoma
p30722,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Colorado
p30723,Model accuracy,Male,60+,Hispanic / Latino,High school diploma / GED,"Less than $30,000",Independent,Michigan
p30724,Model accuracy,Male,30-44,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Democrat,New York
p30725,Model accuracy,Male,18-29,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,Florida
p30726,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Massachusetts
p30727,Model accuracy,Female,60+,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Alabama
p30728,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Virginia
p30729,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,California
p30730,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,Florida
p30731,Model accuracy,Male,18-29,White / Caucasian,Less than high school,"$168,000 or more",Independent,Michigan
p30732,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,Connecticut
p30733,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Missouri
p30734,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,New York
p30735,Model accuracy,Male,60+,Other,High school diploma / GED,"$30,000 to $55,999",Democrat,Ohio
p30736,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Other,New Jersey
p30737,Model accuracy,Female,60+,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,Michigan
p30738,Model accuracy,Male,60+,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Republican,Florida
p30739,Model accuracy,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"Less than $30,000",Republican,Arkansas
p30740,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Michigan
p30741,Model accuracy,Female,30-44,Asian / Asian American,Doctorate degree / Ph.D.,"$56,000 to $99,999",Independent,Virginia
p30742,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Vermont
p30743,Model accuracy,Male,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Democrat,Washington
p30744,Model accuracy,Male,60+,Asian / Asian American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,Michigan
p30745,Model accuracy,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Texas
p30746,Model accuracy,Female,60+,Hispanic / Latino,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,Washington
p30747,Model accuracy,Female,60+,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,Maine
p30748,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,New York
p30749,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,New York
p30750,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Tennessee
p30751,Model accuracy,Male,30-44,White / Caucasian,Less than high school,"Less than $30,000",Democrat,Virginia
p30752,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Texas
p30753,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Idaho
p30754,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,Ohio
p30755,Model accuracy,Female,45-59,Black / African American,Some college or Associate's degree,"$168,000 or more",Republican,Massachusetts
p30756,Model accuracy,Female,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,Indiana
p30757,Model accuracy,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Other,California
p30758,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Indiana
p30759,Model accuracy,Male,60+,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,North Carolina
p30760,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,Alabama
p30761,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,New York
p30762,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,Wisconsin
p30763,Model accuracy,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,New Jersey
p30764,Model accuracy,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,California
p30765,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,Tennessee
p30766,Model accuracy,Male,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Independent,Arkansas
p30767,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,California
p30768,Model accuracy,Female,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Republican,New York
p30769,Model accuracy,Female,18-29,Asian / Asian American,Bachelor's degree,"Less than $30,000",Republican,Michigan
p30770,Model accuracy,Other,18-29,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Republican,Pennsylvania
p30771,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,New Mexico
p30772,Model accuracy,Male,60+,Other,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,Washington
p30773,Model accuracy,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,Ohio
p30774,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Pennsylvania
p30775,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,Alaska
p30776,Model accuracy,Female,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,Wyoming
p30777,Model accuracy,Male,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,Idaho
p30778,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Other,Illinois
p30779,Model accuracy,Female,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Maryland
p30780,Model accuracy,Male,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,Florida
p30781,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,Michigan
p30782,Model accuracy,Female,60+,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Texas
p30783,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Virginia
p30784,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,Michigan
p30785,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,Illinois
p30786,Model accuracy,Other,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,Illinois
p30787,Model accuracy,Male,45-59,White / Caucasian,Less than high school,"Less than $30,000",Independent,Arizona
p30788,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Virginia
p30789,Model accuracy,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,California
p30790,Model accuracy,Female,18-29,Black / African American,Master's degree / Professional degree,"$168,000 or more",Republican,Washington
p30791,Model accuracy,Other,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Independent,California
p30792,Model accuracy,Male,60+,Asian / Asian American,Less than high school,"$56,000 to $99,999",Independent,Washington
p30793,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,Kansas
p30794,Model accuracy,Other,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,Georgia
p30795,Model accuracy,Female,18-29,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,Delaware
p30796,Model accuracy,Male,60+,Black / African American,Less than high school,"$30,000 to $55,999",Independent,California
p30797,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,New York
p30798,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,North Carolina
p30799,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,California
p30800,Model accuracy,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Independent,New Mexico
p30801,Model accuracy,Male,45-59,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,Illinois
p30802,Model accuracy,Male,18-29,Other,High school diploma / GED,"$100,000 to $167,999",Republican,Hawaii
p30803,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,Indiana
p30804,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Ohio
p30805,Model accuracy,Male,30-44,White / Caucasian,Master's degree / Professional degree,"Less than $30,000",Democrat,Arkansas
p30806,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,Alabama
p30807,Model accuracy,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Independent,Texas
p30808,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,Oregon
p30809,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,California
p30810,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,California
p30811,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,South Carolina
p30812,Model accuracy,Male,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Pennsylvania
p30813,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Arizona
p30814,Model accuracy,Male,60+,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Independent,Virginia
p30815,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,New York
p30816,Model accuracy,Male,18-29,Asian / Asian American,Some college or Associate's degree,"$168,000 or more",Republican,New York
p30817,Model accuracy,Male,18-29,Hispanic / Latino,Master's degree / Professional degree,"$100,000 to $167,999",Republican,Missouri
p30818,Model accuracy,Male,18-29,White / Caucasian,Less than high school,"Less than $30,000",Republican,Kansas
p30819,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,California
p30820,Model accuracy,Female,60+,White / Caucasian,Doctorate degree / Ph.D.,"Less than $30,000",Democrat,Ohio
p30821,Model accuracy,Female,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,Texas
p30822,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,Texas
p30823,Model accuracy,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,Kentucky
p30824,Model accuracy,Female,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,California
p30825,Model accuracy,Female,45-59,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Democrat,Arizona
p30826,Model accuracy,Male,30-44,Black / African American,High school diploma / GED,"$100,000 to $167,999",Independent,New Mexico
p30827,Model accuracy,Female,60+,Asian / Asian American,Doctorate degree / Ph.D.,"$100,000 to $167,999",Democrat,Kentucky
p30828,Model accuracy,Female,60+,Hispanic / Latino,Master's degree / Professional degree,"$30,000 to $55,999",Independent,Michigan
p30829,Model accuracy,Male,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,North Carolina
p30830,Model accuracy,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,Oregon
p30831,Model accuracy,Female,30-44,Black / African American,Master's degree / Professional degree,"Less than $30,000",Republican,Texas
p30832,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,Michigan
p30833,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,New York
p30834,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,Texas
p30835,Model accuracy,Male,60+,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,North Carolina
p30836,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,New York
p30837,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,Texas
p30838,Model accuracy,Male,45-59,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,North Carolina
p30839,Model accuracy,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Republican,Tennessee
p30840,Model accuracy,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,New Jersey
p30841,Model accuracy,Male,60+,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,Arizona
p30842,Model accuracy,Male,18-29,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,California
p30843,Model accuracy,Female,30-44,Asian / Asian American,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Virginia
p30844,Model accuracy,Male,30-44,Black / African American,Less than high school,"$30,000 to $55,999",Independent,California
p30845,Model accuracy,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,California
p30846,Model accuracy,Male,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,Texas
p30847,Model accuracy,Female,60+,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Republican,Kentucky
p30848,Model accuracy,Other,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Democrat,California
p30849,Model accuracy,Female,18-29,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Republican,California
p30850,Model accuracy,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Minnesota
p30851,Model accuracy,Female,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Democrat,Maine
p30852,Model accuracy,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,Michigan
p30853,Model accuracy,Male,30-44,White / Caucasian,Less than high school,"$168,000 or more",Independent,California
p30854,Model accuracy,Male,30-44,Hispanic / Latino,Master's degree / Professional degree,"$56,000 to $99,999",Independent,California
p30855,Model accuracy,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Independent,New York
p30856,Model accuracy,Female,60+,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,North Carolina
p30857,Model accuracy,Male,60+,Asian / Asian American,Master's degree / Professional degree,"$56,000 to $99,999",Independent,Oklahoma
p30858,Model accuracy,Male,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,Colorado
p30859,Model accuracy,Male,60+,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,Texas
p30860,Model accuracy,Male,18-29,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,Massachusetts
p30861,Model accuracy,Female,45-59,White / Caucasian,Less than high school,"Less than $30,000",Republican,Massachusetts
p30862,Model accuracy,Male,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Republican,California
p30863,Model accuracy,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,Washington
p30864,Model accuracy,Male,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican,New York
p30865,Model accuracy,Female,18-29,Black / African American,Less than high school,"Less than $30,000",Independent,Florida
p30866,Model accuracy,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,Florida
p30867,Model accuracy,Male,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Independent,California
p30868,Model accuracy,Female,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Other,Texas
p30869,Model accuracy,Male,45-59,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,Texas
